Iteration 0 with T: 24
[2019-11-27 12:21] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5156.07, Accuracy = 0.07, Loss = 2.367
[2019-11-27 12:42] Train Step 0810/4000, Batch Size = 128, Examples/Sec = 7153.32, Accuracy = 0.09, Loss = 2.297
[2019-11-27 12:42] Train Step 0820/4000, Batch Size = 128, Examples/Sec = 7525.74, Accuracy = 0.09, Loss = 2.330
[2019-11-27 12:42] Train Step 0830/4000, Batch Size = 128, Examples/Sec = 7001.63, Accuracy = 0.12, Loss = 2.317
[2019-11-27 12:42] Train Step 0840/4000, Batch Size = 128, Examples/Sec = 6325.43, Accuracy = 0.09, Loss = 2.306
[2019-11-27 12:42] Train Step 0850/4000, Batch Size = 128, Examples/Sec = 6650.78, Accuracy = 0.07, Loss = 2.333
[2019-11-27 12:42] Train Step 0860/4000, Batch Size = 128, Examples/Sec = 6879.52, Accuracy = 0.10, Loss = 2.311
[2019-11-27 12:42] Train Step 0870/4000, Batch Size = 128, Examples/Sec = 7094.05, Accuracy = 0.10, Loss = 2.310
[2019-11-27 12:42] Train Step 0880/4000, Batch Size = 128, Examples/Sec = 7560.07, Accuracy = 0.06, Loss = 2.297
[2019-11-27 12:42] Train Step 0890/4000, Batch Size = 128, Examples/Sec = 7348.86, Accuracy = 0.05, Loss = 2.360
[2019-11-27 12:42] Train Step 0900/4000, Batch Size = 128, Examples/Sec = 6621.25, Accuracy = 0.13, Loss = 2.320
[2019-11-27 12:42] Train Step 0910/4000, Batch Size = 128, Examples/Sec = 7058.05, Accuracy = 0.09, Loss = 2.323
[2019-11-27 12:42] Train Step 0920/4000, Batch Size = 128, Examples/Sec = 7205.55, Accuracy = 0.08, Loss = 2.342
[2019-11-27 12:42] Train Step 0930/4000, Batch Size = 128, Examples/Sec = 7667.61, Accuracy = 0.05, Loss = 2.314
[2019-11-27 12:42] Train Step 0940/4000, Batch Size = 128, Examples/Sec = 7125.50, Accuracy = 0.12, Loss = 2.310
[2019-11-27 12:42] Train Step 0950/4000, Batch Size = 128, Examples/Sec = 6376.44, Accuracy = 0.09, Loss = 2.316
[2019-11-27 12:42] Train Step 0960/4000, Batch Size = 128, Examples/Sec = 7093.96, Accuracy = 0.11, Loss = 2.306
[2019-11-27 12:42] Train Step 0970/4000, Batch Size = 128, Examples/Sec = 7045.55, Accuracy = 0.10, Loss = 2.287
[2019-11-27 12:42] Train Step 0980/4000, Batch Size = 128, Examples/Sec = 7073.49, Accuracy = 0.09, Loss = 2.330
[2019-11-27 12:42] Train Step 0990/4000, Batch Size = 128, Examples/Sec = 7385.35, Accuracy = 0.10, Loss = 2.318
[2019-11-27 12:43] Train Step 1000/4000, Batch Size = 128, Examples/Sec = 7072.19, Accuracy = 0.12, Loss = 2.324
[2019-11-27 12:43] Train Step 1010/4000, Batch Size = 128, Examples/Sec = 6980.60, Accuracy = 0.11, Loss = 2.308
[2019-11-27 12:43] Train Step 1020/4000, Batch Size = 128, Examples/Sec = 7014.07, Accuracy = 0.08, Loss = 2.314
[2019-11-27 12:43] Train Step 1030/4000, Batch Size = 128, Examples/Sec = 7246.69, Accuracy = 0.10, Loss = 2.316
[2019-11-27 12:43] Train Step 1040/4000, Batch Size = 128, Examples/Sec = 7209.61, Accuracy = 0.05, Loss = 2.341
[2019-11-27 12:43] Train Step 1050/4000, Batch Size = 128, Examples/Sec = 6863.51, Accuracy = 0.08, Loss = 2.304
[2019-11-27 12:43] Train Step 1060/4000, Batch Size = 128, Examples/Sec = 6881.55, Accuracy = 0.05, Loss = 2.315
[2019-11-27 12:43] Train Step 1070/4000, Batch Size = 128, Examples/Sec = 6857.46, Accuracy = 0.09, Loss = 2.317
[2019-11-27 12:43] Train Step 1080/4000, Batch Size = 128, Examples/Sec = 7119.55, Accuracy = 0.09, Loss = 2.329
[2019-11-27 12:43] Train Step 1090/4000, Batch Size = 128, Examples/Sec = 7188.28, Accuracy = 0.12, Loss = 2.300
[2019-11-27 12:43] Train Step 1100/4000, Batch Size = 128, Examples/Sec = 7014.62, Accuracy = 0.09, Loss = 2.334
[2019-11-27 12:43] Train Step 1110/4000, Batch Size = 128, Examples/Sec = 7607.64, Accuracy = 0.04, Loss = 2.336
[2019-11-27 12:43] Train Step 1120/4000, Batch Size = 128, Examples/Sec = 6808.33, Accuracy = 0.06, Loss = 2.320
[2019-11-27 12:43] Train Step 1130/4000, Batch Size = 128, Examples/Sec = 6926.29, Accuracy = 0.07, Loss = 2.291
[2019-11-27 12:43] Train Step 1140/4000, Batch Size = 128, Examples/Sec = 6883.67, Accuracy = 0.12, Loss = 2.320
[2019-11-27 12:43] Train Step 1150/4000, Batch Size = 128, Examples/Sec = 7063.91, Accuracy = 0.12, Loss = 2.316
[2019-11-27 12:43] Train Step 1160/4000, Batch Size = 128, Examples/Sec = 7208.84, Accuracy = 0.11, Loss = 2.313
[2019-11-27 12:43] Train Step 1170/4000, Batch Size = 128, Examples/Sec = 7348.36, Accuracy = 0.12, Loss = 2.304
[2019-11-27 12:43] Train Step 1180/4000, Batch Size = 128, Examples/Sec = 6621.09, Accuracy = 0.11, Loss = 2.288
[2019-11-27 12:43] Train Step 1190/4000, Batch Size = 128, Examples/Sec = 6730.07, Accuracy = 0.12, Loss = 2.318
[2019-11-27 12:43] Train Step 1200/4000, Batch Size = 128, Examples/Sec = 7038.25, Accuracy = 0.10, Loss = 2.316
[2019-11-27 12:43] Train Step 1210/4000, Batch Size = 128, Examples/Sec = 7133.64, Accuracy = 0.11, Loss = 2.305
[2019-11-27 12:43] Train Step 1220/4000, Batch Size = 128, Examples/Sec = 7461.10, Accuracy = 0.12, Loss = 2.310
[2019-11-27 12:43] Train Step 1230/4000, Batch Size = 128, Examples/Sec = 7597.73, Accuracy = 0.12, Loss = 2.303
[2019-11-27 12:43] Train Step 1240/4000, Batch Size = 128, Examples/Sec = 6583.09, Accuracy = 0.15, Loss = 2.290
[2019-11-27 12:43] Train Step 1250/4000, Batch Size = 128, Examples/Sec = 6628.20, Accuracy = 0.08, Loss = 2.309
[2019-11-27 12:43] Train Step 1260/4000, Batch Size = 128, Examples/Sec = 6760.15, Accuracy = 0.09, Loss = 2.326
[2019-11-27 12:43] Train Step 1270/4000, Batch Size = 128, Examples/Sec = 7057.03, Accuracy = 0.05, Loss = 2.339
[2019-11-27 12:43] Train Step 1280/4000, Batch Size = 128, Examples/Sec = 6417.91, Accuracy = 0.09, Loss = 2.352
[2019-11-27 12:43] Train Step 1290/4000, Batch Size = 128, Examples/Sec = 7129.67, Accuracy = 0.11, Loss = 2.312
[2019-11-27 12:43] Train Step 1300/4000, Batch Size = 128, Examples/Sec = 7353.19, Accuracy = 0.12, Loss = 2.299
[2019-11-27 12:43] Train Step 1310/4000, Batch Size = 128, Examples/Sec = 6513.13, Accuracy = 0.12, Loss = 2.304
[2019-11-27 12:43] Train Step 1320/4000, Batch Size = 128, Examples/Sec = 7070.98, Accuracy = 0.12, Loss = 2.295
[2019-11-27 12:43] Train Step 1330/4000, Batch Size = 128, Examples/Sec = 6691.23, Accuracy = 0.12, Loss = 2.306
[2019-11-27 12:43] Train Step 1340/4000, Batch Size = 128, Examples/Sec = 6996.34, Accuracy = 0.12, Loss = 2.302
[2019-11-27 12:43] Train Step 1350/4000, Batch Size = 128, Examples/Sec = 6478.71, Accuracy = 0.09, Loss = 2.309
[2019-11-27 12:43] Train Step 1360/4000, Batch Size = 128, Examples/Sec = 7066.60, Accuracy = 0.16, Loss = 2.292
[2019-11-27 12:43] Train Step 1370/4000, Batch Size = 128, Examples/Sec = 7648.06, Accuracy = 0.12, Loss = 2.294
[2019-11-27 12:43] Train Step 1380/4000, Batch Size = 128, Examples/Sec = 6975.97, Accuracy = 0.09, Loss = 2.308
[2019-11-27 12:43] Train Step 1390/4000, Batch Size = 128, Examples/Sec = 7166.69, Accuracy = 0.11, Loss = 2.309
[2019-11-27 12:43] Train Step 1400/4000, Batch Size = 128, Examples/Sec = 6631.97, Accuracy = 0.12, Loss = 2.315
[2019-11-27 12:43] Train Step 1410/4000, Batch Size = 128, Examples/Sec = 7017.92, Accuracy = 0.11, Loss = 2.314
[2019-11-27 12:43] Train Step 1420/4000, Batch Size = 128, Examples/Sec = 7095.74, Accuracy = 0.12, Loss = 2.296
[2019-11-27 12:43] Train Step 1430/4000, Batch Size = 128, Examples/Sec = 6414.08, Accuracy = 0.07, Loss = 2.314
[2019-11-27 12:43] Train Step 1440/4000, Batch Size = 128, Examples/Sec = 7210.48, Accuracy = 0.09, Loss = 2.308
[2019-11-27 12:43] Train Step 1450/4000, Batch Size = 128, Examples/Sec = 7006.29, Accuracy = 0.14, Loss = 2.304
[2019-11-27 12:43] Train Step 1460/4000, Batch Size = 128, Examples/Sec = 6681.40, Accuracy = 0.11, Loss = 2.315
[2019-11-27 12:43] Train Step 1470/4000, Batch Size = 128, Examples/Sec = 7015.35, Accuracy = 0.10, Loss = 2.309
[2019-11-27 12:43] Train Step 1480/4000, Batch Size = 128, Examples/Sec = 7195.12, Accuracy = 0.07, Loss = 2.308
[2019-11-27 12:43] Train Step 1490/4000, Batch Size = 128, Examples/Sec = 6885.61, Accuracy = 0.08, Loss = 2.326
[2019-11-27 12:43] Train Step 1500/4000, Batch Size = 128, Examples/Sec = 6707.70, Accuracy = 0.11, Loss = 2.322
[2019-11-27 12:43] Train Step 1510/4000, Batch Size = 128, Examples/Sec = 6909.45, Accuracy = 0.14, Loss = 2.300
[2019-11-27 12:43] Train Step 1520/4000, Batch Size = 128, Examples/Sec = 7048.79, Accuracy = 0.12, Loss = 2.322
[2019-11-27 12:43] Train Step 1530/4000, Batch Size = 128, Examples/Sec = 7572.44, Accuracy = 0.12, Loss = 2.309
[2019-11-27 12:43] Train Step 1540/4000, Batch Size = 128, Examples/Sec = 6697.32, Accuracy = 0.09, Loss = 2.299
[2019-11-27 12:43] Train Step 1550/4000, Batch Size = 128, Examples/Sec = 6669.45, Accuracy = 0.09, Loss = 2.293
[2019-11-27 12:43] Train Step 1560/4000, Batch Size = 128, Examples/Sec = 6752.75, Accuracy = 0.09, Loss = 2.300
[2019-11-27 12:43] Train Step 1570/4000, Batch Size = 128, Examples/Sec = 6913.18, Accuracy = 0.12, Loss = 2.324
[2019-11-27 12:43] Train Step 1580/4000, Batch Size = 128, Examples/Sec = 7185.68, Accuracy = 0.12, Loss = 2.309
[2019-11-27 12:43] Train Step 1590/4000, Batch Size = 128, Examples/Sec = 7535.14, Accuracy = 0.16, Loss = 2.281
[2019-11-27 12:43] Train Step 1600/4000, Batch Size = 128, Examples/Sec = 6578.33, Accuracy = 0.09, Loss = 2.350
[2019-11-27 12:43] Train Step 1610/4000, Batch Size = 128, Examples/Sec = 6640.00, Accuracy = 0.10, Loss = 2.302
[2019-11-27 12:43] Train Step 1620/4000, Batch Size = 128, Examples/Sec = 6851.43, Accuracy = 0.13, Loss = 2.302
[2019-11-27 12:43] Train Step 1630/4000, Batch Size = 128, Examples/Sec = 6986.59, Accuracy = 0.06, Loss = 2.325
[2019-11-27 12:43] Train Step 1640/4000, Batch Size = 128, Examples/Sec = 7097.62, Accuracy = 0.09, Loss = 2.309
[2019-11-27 12:43] Train Step 1650/4000, Batch Size = 128, Examples/Sec = 6635.90, Accuracy = 0.09, Loss = 2.309
[2019-11-27 12:43] Train Step 1660/4000, Batch Size = 128, Examples/Sec = 6854.58, Accuracy = 0.17, Loss = 2.296
[2019-11-27 12:43] Train Step 1670/4000, Batch Size = 128, Examples/Sec = 7054.99, Accuracy = 0.08, Loss = 2.311
[2019-11-27 12:43] Train Step 1680/4000, Batch Size = 128, Examples/Sec = 7056.38, Accuracy = 0.11, Loss = 2.309
[2019-11-27 12:43] Train Step 1690/4000, Batch Size = 128, Examples/Sec = 6547.77, Accuracy = 0.15, Loss = 2.303
[2019-11-27 12:43] Train Step 1700/4000, Batch Size = 128, Examples/Sec = 6791.19, Accuracy = 0.09, Loss = 2.306
[2019-11-27 12:43] Train Step 1710/4000, Batch Size = 128, Examples/Sec = 7075.36, Accuracy = 0.12, Loss = 2.316
[2019-11-27 12:43] Train Step 1720/4000, Batch Size = 128, Examples/Sec = 7056.11, Accuracy = 0.11, Loss = 2.298
[2019-11-27 12:43] Train Step 1730/4000, Batch Size = 128, Examples/Sec = 7014.89, Accuracy = 0.11, Loss = 2.317
[2019-11-27 12:43] Train Step 1740/4000, Batch Size = 128, Examples/Sec = 7219.89, Accuracy = 0.10, Loss = 2.291
[2019-11-27 12:43] Train Step 1750/4000, Batch Size = 128, Examples/Sec = 7769.70, Accuracy = 0.15, Loss = 2.294
[2019-11-27 12:43] Train Step 1760/4000, Batch Size = 128, Examples/Sec = 7076.85, Accuracy = 0.14, Loss = 2.308
[2019-11-27 12:43] Train Step 1770/4000, Batch Size = 128, Examples/Sec = 6761.34, Accuracy = 0.12, Loss = 2.297
[2019-11-27 12:43] Train Step 1780/4000, Batch Size = 128, Examples/Sec = 7118.89, Accuracy = 0.14, Loss = 2.293
[2019-11-27 12:43] Train Step 1790/4000, Batch Size = 128, Examples/Sec = 7109.74, Accuracy = 0.08, Loss = 2.307
[2019-11-27 12:43] Train Step 1800/4000, Batch Size = 128, Examples/Sec = 7151.13, Accuracy = 0.11, Loss = 2.306
[2019-11-27 12:43] Train Step 1810/4000, Batch Size = 128, Examples/Sec = 7136.87, Accuracy = 0.13, Loss = 2.306
[2019-11-27 12:43] Train Step 1820/4000, Batch Size = 128, Examples/Sec = 6804.62, Accuracy = 0.04, Loss = 2.329
[2019-11-27 12:43] Train Step 1830/4000, Batch Size = 128, Examples/Sec = 7013.79, Accuracy = 0.13, Loss = 2.317
[2019-11-27 12:43] Train Step 1840/4000, Batch Size = 128, Examples/Sec = 6952.04, Accuracy = 0.05, Loss = 2.322
[2019-11-27 12:43] Train Step 1850/4000, Batch Size = 128, Examples/Sec = 6954.38, Accuracy = 0.08, Loss = 2.315
[2019-11-27 12:43] Train Step 1860/4000, Batch Size = 128, Examples/Sec = 7124.46, Accuracy = 0.10, Loss = 2.312
[2019-11-27 12:43] Train Step 1870/4000, Batch Size = 128, Examples/Sec = 7117.28, Accuracy = 0.05, Loss = 2.321
[2019-11-27 12:43] Train Step 1880/4000, Batch Size = 128, Examples/Sec = 6433.75, Accuracy = 0.17, Loss = 2.296
[2019-11-27 12:43] Train Step 1890/4000, Batch Size = 128, Examples/Sec = 7108.90, Accuracy = 0.05, Loss = 2.312
[2019-11-27 12:43] Train Step 1900/4000, Batch Size = 128, Examples/Sec = 7286.82, Accuracy = 0.14, Loss = 2.176
[2019-11-27 12:43] Train Step 1910/4000, Batch Size = 128, Examples/Sec = 6785.53, Accuracy = 0.18, Loss = 2.101
[2019-11-27 12:43] Train Step 1920/4000, Batch Size = 128, Examples/Sec = 7570.73, Accuracy = 0.23, Loss = 2.021
[2019-11-27 12:43] Train Step 1930/4000, Batch Size = 128, Examples/Sec = 7209.61, Accuracy = 0.18, Loss = 2.130
[2019-11-27 12:43] Train Step 1940/4000, Batch Size = 128, Examples/Sec = 7048.97, Accuracy = 0.23, Loss = 2.059
[2019-11-27 12:43] Train Step 1950/4000, Batch Size = 128, Examples/Sec = 7014.34, Accuracy = 0.19, Loss = 2.027
[2019-11-27 12:43] Train Step 1960/4000, Batch Size = 128, Examples/Sec = 7123.42, Accuracy = 0.22, Loss = 2.031
[2019-11-27 12:43] Train Step 1970/4000, Batch Size = 128, Examples/Sec = 6934.61, Accuracy = 0.14, Loss = 2.108
[2019-11-27 12:43] Train Step 1980/4000, Batch Size = 128, Examples/Sec = 6836.42, Accuracy = 0.23, Loss = 1.959
[2019-11-27 12:43] Train Step 1990/4000, Batch Size = 128, Examples/Sec = 6421.36, Accuracy = 0.21, Loss = 2.006
[2019-11-27 12:43] Train Step 2000/4000, Batch Size = 128, Examples/Sec = 7166.02, Accuracy = 0.15, Loss = 2.153
[2019-11-27 12:43] Train Step 2010/4000, Batch Size = 128, Examples/Sec = 7554.75, Accuracy = 0.20, Loss = 1.964
[2019-11-27 12:43] Train Step 2020/4000, Batch Size = 128, Examples/Sec = 6672.19, Accuracy = 0.24, Loss = 2.051
[2019-11-27 12:43] Train Step 2030/4000, Batch Size = 128, Examples/Sec = 6989.23, Accuracy = 0.17, Loss = 2.084
[2019-11-27 12:43] Train Step 2040/4000, Batch Size = 128, Examples/Sec = 7237.99, Accuracy = 0.18, Loss = 2.143
[2019-11-27 12:43] Train Step 2050/4000, Batch Size = 128, Examples/Sec = 7317.41, Accuracy = 0.14, Loss = 2.164
[2019-11-27 12:43] Train Step 2060/4000, Batch Size = 128, Examples/Sec = 7349.26, Accuracy = 0.22, Loss = 2.000
[2019-11-27 12:43] Train Step 2070/4000, Batch Size = 128, Examples/Sec = 6884.02, Accuracy = 0.16, Loss = 2.094
[2019-11-27 12:43] Train Step 2080/4000, Batch Size = 128, Examples/Sec = 7035.21, Accuracy = 0.22, Loss = 1.975
[2019-11-27 12:43] Train Step 2090/4000, Batch Size = 128, Examples/Sec = 7058.15, Accuracy = 0.16, Loss = 2.073
[2019-11-27 12:43] Train Step 2100/4000, Batch Size = 128, Examples/Sec = 6636.72, Accuracy = 0.14, Loss = 2.029
[2019-11-27 12:43] Train Step 2110/4000, Batch Size = 128, Examples/Sec = 6739.44, Accuracy = 0.15, Loss = 2.123
[2019-11-27 12:43] Train Step 2120/4000, Batch Size = 128, Examples/Sec = 6864.13, Accuracy = 0.23, Loss = 2.024
[2019-11-27 12:43] Train Step 2130/4000, Batch Size = 128, Examples/Sec = 6972.17, Accuracy = 0.13, Loss = 2.092
[2019-11-27 12:43] Train Step 2140/4000, Batch Size = 128, Examples/Sec = 7200.72, Accuracy = 0.21, Loss = 2.004
[2019-11-27 12:43] Train Step 2150/4000, Batch Size = 128, Examples/Sec = 7152.46, Accuracy = 0.20, Loss = 1.989
[2019-11-27 12:43] Train Step 2160/4000, Batch Size = 128, Examples/Sec = 7612.92, Accuracy = 0.16, Loss = 2.113
[2019-11-27 12:43] Train Step 2170/4000, Batch Size = 128, Examples/Sec = 6623.05, Accuracy = 0.20, Loss = 1.983
[2019-11-27 12:43] Train Step 2180/4000, Batch Size = 128, Examples/Sec = 6673.76, Accuracy = 0.18, Loss = 2.023
[2019-11-27 12:43] Train Step 2190/4000, Batch Size = 128, Examples/Sec = 6742.49, Accuracy = 0.16, Loss = 2.116
[2019-11-27 12:43] Train Step 2200/4000, Batch Size = 128, Examples/Sec = 6799.28, Accuracy = 0.18, Loss = 2.068
[2019-11-27 12:43] Train Step 2210/4000, Batch Size = 128, Examples/Sec = 6977.06, Accuracy = 0.16, Loss = 2.145
[2019-11-27 12:43] Train Step 2220/4000, Batch Size = 128, Examples/Sec = 7192.71, Accuracy = 0.16, Loss = 2.060
[2019-11-27 12:43] Train Step 2230/4000, Batch Size = 128, Examples/Sec = 6857.11, Accuracy = 0.19, Loss = 2.053
[2019-11-27 12:43] Train Step 2240/4000, Batch Size = 128, Examples/Sec = 7028.58, Accuracy = 0.20, Loss = 1.989
[2019-11-27 12:43] Train Step 2250/4000, Batch Size = 128, Examples/Sec = 7059.08, Accuracy = 0.13, Loss = 2.159
[2019-11-27 12:43] Train Step 2260/4000, Batch Size = 128, Examples/Sec = 6953.21, Accuracy = 0.16, Loss = 2.078
[2019-11-27 12:43] Train Step 2270/4000, Batch Size = 128, Examples/Sec = 6954.38, Accuracy = 0.22, Loss = 1.925
[2019-11-27 12:43] Train Step 2280/4000, Batch Size = 128, Examples/Sec = 7590.11, Accuracy = 0.16, Loss = 2.087
[2019-11-27 12:43] Train Step 2290/4000, Batch Size = 128, Examples/Sec = 6593.76, Accuracy = 0.18, Loss = 2.068
[2019-11-27 12:43] Train Step 2300/4000, Batch Size = 128, Examples/Sec = 6945.65, Accuracy = 0.19, Loss = 2.044
[2019-11-27 12:43] Train Step 2310/4000, Batch Size = 128, Examples/Sec = 6886.05, Accuracy = 0.19, Loss = 2.063
[2019-11-27 12:43] Train Step 2320/4000, Batch Size = 128, Examples/Sec = 7008.39, Accuracy = 0.19, Loss = 2.030
[2019-11-27 12:43] Train Step 2330/4000, Batch Size = 128, Examples/Sec = 6971.90, Accuracy = 0.20, Loss = 2.004
[2019-11-27 12:43] Train Step 2340/4000, Batch Size = 128, Examples/Sec = 6914.96, Accuracy = 0.12, Loss = 2.162
[2019-11-27 12:43] Train Step 2350/4000, Batch Size = 128, Examples/Sec = 7078.71, Accuracy = 0.20, Loss = 2.018
[2019-11-27 12:43] Train Step 2360/4000, Batch Size = 128, Examples/Sec = 6605.12, Accuracy = 0.16, Loss = 2.129
[2019-11-27 12:43] Train Step 2370/4000, Batch Size = 128, Examples/Sec = 6913.63, Accuracy = 0.13, Loss = 2.122
[2019-11-27 12:43] Train Step 2380/4000, Batch Size = 128, Examples/Sec = 7001.90, Accuracy = 0.25, Loss = 1.900
[2019-11-27 12:43] Train Step 2390/4000, Batch Size = 128, Examples/Sec = 6701.76, Accuracy = 0.19, Loss = 2.056
[2019-11-27 12:43] Train Step 2400/4000, Batch Size = 128, Examples/Sec = 7199.65, Accuracy = 0.15, Loss = 2.113
[2019-11-27 12:43] Train Step 2410/4000, Batch Size = 128, Examples/Sec = 6832.94, Accuracy = 0.16, Loss = 2.006
[2019-11-27 12:43] Train Step 2420/4000, Batch Size = 128, Examples/Sec = 7019.30, Accuracy = 0.14, Loss = 2.059
[2019-11-27 12:43] Train Step 2430/4000, Batch Size = 128, Examples/Sec = 7132.70, Accuracy = 0.23, Loss = 1.997
[2019-11-27 12:43] Train Step 2440/4000, Batch Size = 128, Examples/Sec = 7612.60, Accuracy = 0.15, Loss = 2.100
[2019-11-27 12:43] Train Step 2450/4000, Batch Size = 128, Examples/Sec = 6597.33, Accuracy = 0.16, Loss = 2.067
[2019-11-27 12:43] Train Step 2460/4000, Batch Size = 128, Examples/Sec = 6909.89, Accuracy = 0.19, Loss = 1.990
[2019-11-27 12:43] Train Step 2470/4000, Batch Size = 128, Examples/Sec = 7183.47, Accuracy = 0.20, Loss = 1.942
[2019-11-27 12:43] Train Step 2480/4000, Batch Size = 128, Examples/Sec = 7198.98, Accuracy = 0.18, Loss = 2.055
[2019-11-27 12:43] Train Step 2490/4000, Batch Size = 128, Examples/Sec = 7259.53, Accuracy = 0.18, Loss = 2.010
[2019-11-27 12:43] Train Step 2500/4000, Batch Size = 128, Examples/Sec = 7360.55, Accuracy = 0.21, Loss = 1.955
[2019-11-27 12:43] Train Step 2510/4000, Batch Size = 128, Examples/Sec = 7203.52, Accuracy = 0.27, Loss = 1.943
[2019-11-27 12:43] Train Step 2520/4000, Batch Size = 128, Examples/Sec = 7032.54, Accuracy = 0.18, Loss = 2.003
[2019-11-27 12:43] Train Step 2530/4000, Batch Size = 128, Examples/Sec = 6589.96, Accuracy = 0.15, Loss = 2.077
[2019-11-27 12:43] Train Step 2540/4000, Batch Size = 128, Examples/Sec = 6913.98, Accuracy = 0.20, Loss = 1.986
[2019-11-27 12:43] Train Step 2550/4000, Batch Size = 128, Examples/Sec = 7034.84, Accuracy = 0.20, Loss = 2.040
[2019-11-27 12:43] Train Step 2560/4000, Batch Size = 128, Examples/Sec = 7139.15, Accuracy = 0.20, Loss = 2.004
[2019-11-27 12:43] Train Step 2570/4000, Batch Size = 128, Examples/Sec = 7072.47, Accuracy = 0.22, Loss = 2.016
[2019-11-27 12:43] Train Step 2580/4000, Batch Size = 128, Examples/Sec = 6604.63, Accuracy = 0.21, Loss = 2.052
[2019-11-27 12:43] Train Step 2590/4000, Batch Size = 128, Examples/Sec = 6632.62, Accuracy = 0.19, Loss = 2.054
[2019-11-27 12:43] Train Step 2600/4000, Batch Size = 128, Examples/Sec = 6989.78, Accuracy = 0.23, Loss = 1.971
[2019-11-27 12:43] Train Step 2610/4000, Batch Size = 128, Examples/Sec = 7147.51, Accuracy = 0.16, Loss = 2.115
[2019-11-27 12:43] Train Step 2620/4000, Batch Size = 128, Examples/Sec = 7201.97, Accuracy = 0.19, Loss = 2.051
[2019-11-27 12:43] Train Step 2630/4000, Batch Size = 128, Examples/Sec = 7130.04, Accuracy = 0.20, Loss = 1.967
[2019-11-27 12:43] Train Step 2640/4000, Batch Size = 128, Examples/Sec = 7376.22, Accuracy = 0.12, Loss = 2.071
[2019-11-27 12:43] Train Step 2650/4000, Batch Size = 128, Examples/Sec = 7395.63, Accuracy = 0.18, Loss = 2.021
[2019-11-27 12:43] Train Step 2660/4000, Batch Size = 128, Examples/Sec = 6518.51, Accuracy = 0.20, Loss = 2.075
[2019-11-27 12:43] Train Step 2670/4000, Batch Size = 128, Examples/Sec = 7045.27, Accuracy = 0.18, Loss = 2.045
[2019-11-27 12:43] Train Step 2680/4000, Batch Size = 128, Examples/Sec = 7225.43, Accuracy = 0.22, Loss = 2.029
[2019-11-27 12:43] Train Step 2690/4000, Batch Size = 128, Examples/Sec = 6884.37, Accuracy = 0.18, Loss = 2.097
[2019-11-27 12:43] Train Step 2700/4000, Batch Size = 128, Examples/Sec = 6696.57, Accuracy = 0.18, Loss = 2.054
[2019-11-27 12:43] Train Step 2710/4000, Batch Size = 128, Examples/Sec = 7583.24, Accuracy = 0.17, Loss = 2.005
[2019-11-27 12:43] Train Step 2720/4000, Batch Size = 128, Examples/Sec = 6993.88, Accuracy = 0.14, Loss = 2.091
[2019-11-27 12:43] Train Step 2730/4000, Batch Size = 128, Examples/Sec = 6270.24, Accuracy = 0.18, Loss = 2.002
[2019-11-27 12:43] Train Step 2740/4000, Batch Size = 128, Examples/Sec = 6648.72, Accuracy = 0.16, Loss = 2.065
[2019-11-27 12:43] Train Step 2750/4000, Batch Size = 128, Examples/Sec = 6916.12, Accuracy = 0.21, Loss = 1.934
[2019-11-27 12:43] Train Step 2760/4000, Batch Size = 128, Examples/Sec = 7049.44, Accuracy = 0.19, Loss = 2.004
[2019-11-27 12:43] Train Step 2770/4000, Batch Size = 128, Examples/Sec = 7679.02, Accuracy = 0.18, Loss = 1.997
[2019-11-27 12:43] Train Step 2780/4000, Batch Size = 128, Examples/Sec = 7001.17, Accuracy = 0.18, Loss = 2.051
[2019-11-27 12:43] Train Step 2790/4000, Batch Size = 128, Examples/Sec = 6585.92, Accuracy = 0.27, Loss = 1.950
[2019-11-27 12:43] Train Step 2800/4000, Batch Size = 128, Examples/Sec = 7378.45, Accuracy = 0.22, Loss = 1.986
[2019-11-27 12:43] Train Step 2810/4000, Batch Size = 128, Examples/Sec = 6832.33, Accuracy = 0.14, Loss = 2.099
[2019-11-27 12:43] Train Step 2820/4000, Batch Size = 128, Examples/Sec = 6915.32, Accuracy = 0.19, Loss = 1.978
[2019-11-27 12:43] Train Step 2830/4000, Batch Size = 128, Examples/Sec = 7117.19, Accuracy = 0.24, Loss = 1.963
[2019-11-27 12:43] Train Step 2840/4000, Batch Size = 128, Examples/Sec = 6979.87, Accuracy = 0.27, Loss = 1.783
[2019-11-27 12:44] Train Step 2850/4000, Batch Size = 128, Examples/Sec = 7616.38, Accuracy = 0.23, Loss = 1.968
[2019-11-27 12:44] Train Step 2860/4000, Batch Size = 128, Examples/Sec = 6722.82, Accuracy = 0.15, Loss = 2.060
[2019-11-27 12:44] Train Step 2870/4000, Batch Size = 128, Examples/Sec = 6925.40, Accuracy = 0.22, Loss = 1.972
[2019-11-27 12:44] Train Step 2880/4000, Batch Size = 128, Examples/Sec = 6856.94, Accuracy = 0.11, Loss = 2.150
[2019-11-27 12:44] Train Step 2890/4000, Batch Size = 128, Examples/Sec = 6708.71, Accuracy = 0.12, Loss = 2.081
[2019-11-27 12:44] Train Step 2900/4000, Batch Size = 128, Examples/Sec = 6832.24, Accuracy = 0.24, Loss = 1.946
