Iteration 0 with T: 30
[2019-11-27 13:19] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5171.27, Accuracy = 0.10, Loss = 2.677
[2019-11-27 13:55] Train Step 0720/4000, Batch Size = 128, Examples/Sec = 5123.60, Accuracy = 0.08, Loss = 2.317
[2019-11-27 13:55] Train Step 0730/4000, Batch Size = 128, Examples/Sec = 7416.57, Accuracy = 0.11, Loss = 2.296
[2019-11-27 13:55] Train Step 0740/4000, Batch Size = 128, Examples/Sec = 7409.72, Accuracy = 0.09, Loss = 2.332
[2019-11-27 13:55] Train Step 0750/4000, Batch Size = 128, Examples/Sec = 7419.75, Accuracy = 0.15, Loss = 2.303
[2019-11-27 13:55] Train Step 0760/4000, Batch Size = 128, Examples/Sec = 7304.27, Accuracy = 0.07, Loss = 2.313
[2019-11-27 13:55] Train Step 0770/4000, Batch Size = 128, Examples/Sec = 5977.45, Accuracy = 0.09, Loss = 2.334
[2019-11-27 13:55] Train Step 0780/4000, Batch Size = 128, Examples/Sec = 7471.69, Accuracy = 0.11, Loss = 2.308
[2019-11-27 13:55] Train Step 0790/4000, Batch Size = 128, Examples/Sec = 7378.96, Accuracy = 0.14, Loss = 2.318
[2019-11-27 13:55] Train Step 0800/4000, Batch Size = 128, Examples/Sec = 7369.94, Accuracy = 0.10, Loss = 2.303
[2019-11-27 13:55] Train Step 0810/4000, Batch Size = 128, Examples/Sec = 7413.19, Accuracy = 0.09, Loss = 2.321
[2019-11-27 13:55] Train Step 0820/4000, Batch Size = 128, Examples/Sec = 7367.72, Accuracy = 0.12, Loss = 2.295
[2019-11-27 13:55] Train Step 0830/4000, Batch Size = 128, Examples/Sec = 5832.89, Accuracy = 0.11, Loss = 2.313
[2019-11-27 13:55] Train Step 0840/4000, Batch Size = 128, Examples/Sec = 7406.55, Accuracy = 0.06, Loss = 2.301
[2019-11-27 13:55] Train Step 0850/4000, Batch Size = 128, Examples/Sec = 7472.21, Accuracy = 0.11, Loss = 2.312
[2019-11-27 13:55] Train Step 0860/4000, Batch Size = 128, Examples/Sec = 7361.76, Accuracy = 0.14, Loss = 2.304
[2019-11-27 13:55] Train Step 0870/4000, Batch Size = 128, Examples/Sec = 5850.18, Accuracy = 0.08, Loss = 2.306
[2019-11-27 13:55] Train Step 0880/4000, Batch Size = 128, Examples/Sec = 7455.09, Accuracy = 0.10, Loss = 2.309
[2019-11-27 13:55] Train Step 0890/4000, Batch Size = 128, Examples/Sec = 7403.79, Accuracy = 0.08, Loss = 2.325
[2019-11-27 13:55] Train Step 0900/4000, Batch Size = 128, Examples/Sec = 7371.26, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:55] Train Step 0910/4000, Batch Size = 128, Examples/Sec = 7367.82, Accuracy = 0.10, Loss = 2.295
[2019-11-27 13:55] Train Step 0920/4000, Batch Size = 128, Examples/Sec = 5926.64, Accuracy = 0.10, Loss = 2.311
[2019-11-27 13:55] Train Step 0930/4000, Batch Size = 128, Examples/Sec = 7401.75, Accuracy = 0.11, Loss = 2.291
[2019-11-27 13:56] Train Step 0940/4000, Batch Size = 128, Examples/Sec = 7215.42, Accuracy = 0.12, Loss = 2.300
[2019-11-27 13:56] Train Step 0950/4000, Batch Size = 128, Examples/Sec = 7378.76, Accuracy = 0.09, Loss = 2.338
[2019-11-27 13:56] Train Step 0960/4000, Batch Size = 128, Examples/Sec = 7288.50, Accuracy = 0.08, Loss = 2.315
[2019-11-27 13:56] Train Step 0970/4000, Batch Size = 128, Examples/Sec = 7379.67, Accuracy = 0.07, Loss = 2.317
[2019-11-27 13:56] Train Step 0980/4000, Batch Size = 128, Examples/Sec = 7359.13, Accuracy = 0.11, Loss = 2.305
[2019-11-27 13:56] Train Step 0990/4000, Batch Size = 128, Examples/Sec = 7474.50, Accuracy = 0.07, Loss = 2.305
[2019-11-27 13:56] Train Step 1000/4000, Batch Size = 128, Examples/Sec = 7431.46, Accuracy = 0.13, Loss = 2.314
[2019-11-27 13:56] Train Step 1010/4000, Batch Size = 128, Examples/Sec = 7427.96, Accuracy = 0.12, Loss = 2.302
[2019-11-27 13:56] Train Step 1020/4000, Batch Size = 128, Examples/Sec = 7387.18, Accuracy = 0.08, Loss = 2.305
[2019-11-27 13:56] Train Step 1030/4000, Batch Size = 128, Examples/Sec = 7400.22, Accuracy = 0.09, Loss = 2.306
[2019-11-27 13:56] Train Step 1040/4000, Batch Size = 128, Examples/Sec = 7422.01, Accuracy = 0.10, Loss = 2.309
[2019-11-27 13:56] Train Step 1050/4000, Batch Size = 128, Examples/Sec = 7339.82, Accuracy = 0.11, Loss = 2.312
[2019-11-27 13:56] Train Step 1060/4000, Batch Size = 128, Examples/Sec = 7415.65, Accuracy = 0.04, Loss = 2.324
[2019-11-27 13:56] Train Step 1070/4000, Batch Size = 128, Examples/Sec = 7399.91, Accuracy = 0.06, Loss = 2.337
[2019-11-27 13:56] Train Step 1080/4000, Batch Size = 128, Examples/Sec = 6108.72, Accuracy = 0.10, Loss = 2.305
[2019-11-27 13:56] Train Step 1090/4000, Batch Size = 128, Examples/Sec = 5935.03, Accuracy = 0.06, Loss = 2.308
[2019-11-27 13:56] Train Step 1100/4000, Batch Size = 128, Examples/Sec = 7517.83, Accuracy = 0.09, Loss = 2.316
[2019-11-27 13:56] Train Step 1110/4000, Batch Size = 128, Examples/Sec = 7547.64, Accuracy = 0.12, Loss = 2.305
[2019-11-27 13:56] Train Step 1120/4000, Batch Size = 128, Examples/Sec = 7491.50, Accuracy = 0.16, Loss = 2.312
[2019-11-27 13:56] Train Step 1130/4000, Batch Size = 128, Examples/Sec = 7430.84, Accuracy = 0.11, Loss = 2.317
[2019-11-27 13:56] Train Step 1140/4000, Batch Size = 128, Examples/Sec = 7447.85, Accuracy = 0.07, Loss = 2.315
[2019-11-27 13:56] Train Step 1150/4000, Batch Size = 128, Examples/Sec = 5793.93, Accuracy = 0.11, Loss = 2.323
[2019-11-27 13:56] Train Step 1160/4000, Batch Size = 128, Examples/Sec = 5859.50, Accuracy = 0.14, Loss = 2.295
[2019-11-27 13:56] Train Step 1170/4000, Batch Size = 128, Examples/Sec = 7375.92, Accuracy = 0.08, Loss = 2.328
[2019-11-27 13:56] Train Step 1180/4000, Batch Size = 128, Examples/Sec = 7423.55, Accuracy = 0.15, Loss = 2.296
[2019-11-27 13:56] Train Step 1190/4000, Batch Size = 128, Examples/Sec = 7440.32, Accuracy = 0.08, Loss = 2.297
[2019-11-27 13:56] Train Step 1200/4000, Batch Size = 128, Examples/Sec = 6040.95, Accuracy = 0.11, Loss = 2.297
[2019-11-27 13:56] Train Step 1210/4000, Batch Size = 128, Examples/Sec = 6189.93, Accuracy = 0.10, Loss = 2.314
[2019-11-27 13:56] Train Step 1220/4000, Batch Size = 128, Examples/Sec = 7488.99, Accuracy = 0.08, Loss = 2.309
[2019-11-27 13:56] Train Step 1230/4000, Batch Size = 128, Examples/Sec = 7475.85, Accuracy = 0.16, Loss = 2.296
[2019-11-27 13:56] Train Step 1240/4000, Batch Size = 128, Examples/Sec = 7421.80, Accuracy = 0.11, Loss = 2.328
[2019-11-27 13:56] Train Step 1250/4000, Batch Size = 128, Examples/Sec = 6099.28, Accuracy = 0.07, Loss = 2.345
[2019-11-27 13:56] Train Step 1260/4000, Batch Size = 128, Examples/Sec = 7383.63, Accuracy = 0.10, Loss = 2.351
[2019-11-27 13:56] Train Step 1270/4000, Batch Size = 128, Examples/Sec = 7347.35, Accuracy = 0.05, Loss = 2.336
[2019-11-27 13:56] Train Step 1280/4000, Batch Size = 128, Examples/Sec = 7525.42, Accuracy = 0.10, Loss = 2.317
[2019-11-27 13:56] Train Step 1290/4000, Batch Size = 128, Examples/Sec = 7500.19, Accuracy = 0.09, Loss = 2.313
[2019-11-27 13:56] Train Step 1300/4000, Batch Size = 128, Examples/Sec = 7543.39, Accuracy = 0.10, Loss = 2.299
[2019-11-27 13:56] Train Step 1310/4000, Batch Size = 128, Examples/Sec = 5831.75, Accuracy = 0.15, Loss = 2.293
[2019-11-27 13:56] Train Step 1320/4000, Batch Size = 128, Examples/Sec = 6113.66, Accuracy = 0.08, Loss = 2.343
[2019-11-27 13:56] Train Step 1330/4000, Batch Size = 128, Examples/Sec = 7441.97, Accuracy = 0.13, Loss = 2.329
[2019-11-27 13:56] Train Step 1340/4000, Batch Size = 128, Examples/Sec = 5791.11, Accuracy = 0.12, Loss = 2.336
[2019-11-27 13:56] Train Step 1350/4000, Batch Size = 128, Examples/Sec = 5879.01, Accuracy = 0.09, Loss = 2.322
[2019-11-27 13:56] Train Step 1360/4000, Batch Size = 128, Examples/Sec = 7364.59, Accuracy = 0.11, Loss = 2.304
[2019-11-27 13:56] Train Step 1370/4000, Batch Size = 128, Examples/Sec = 5867.63, Accuracy = 0.09, Loss = 2.312
[2019-11-27 13:56] Train Step 1380/4000, Batch Size = 128, Examples/Sec = 5886.10, Accuracy = 0.10, Loss = 2.314
[2019-11-27 13:56] Train Step 1390/4000, Batch Size = 128, Examples/Sec = 7492.76, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:56] Train Step 1400/4000, Batch Size = 128, Examples/Sec = 7542.23, Accuracy = 0.09, Loss = 2.322
[2019-11-27 13:56] Train Step 1410/4000, Batch Size = 128, Examples/Sec = 7475.12, Accuracy = 0.16, Loss = 2.299
[2019-11-27 13:56] Train Step 1420/4000, Batch Size = 128, Examples/Sec = 7498.41, Accuracy = 0.10, Loss = 2.320
[2019-11-27 13:56] Train Step 1430/4000, Batch Size = 128, Examples/Sec = 7488.26, Accuracy = 0.09, Loss = 2.324
[2019-11-27 13:56] Train Step 1440/4000, Batch Size = 128, Examples/Sec = 7499.45, Accuracy = 0.11, Loss = 2.301
[2019-11-27 13:56] Train Step 1450/4000, Batch Size = 128, Examples/Sec = 7436.61, Accuracy = 0.05, Loss = 2.301
[2019-11-27 13:56] Train Step 1460/4000, Batch Size = 128, Examples/Sec = 7368.63, Accuracy = 0.08, Loss = 2.320
[2019-11-27 13:56] Train Step 1470/4000, Batch Size = 128, Examples/Sec = 7363.88, Accuracy = 0.10, Loss = 2.318
[2019-11-27 13:56] Train Step 1480/4000, Batch Size = 128, Examples/Sec = 7380.28, Accuracy = 0.09, Loss = 2.282
[2019-11-27 13:56] Train Step 1490/4000, Batch Size = 128, Examples/Sec = 7525.74, Accuracy = 0.12, Loss = 2.293
[2019-11-27 13:56] Train Step 1500/4000, Batch Size = 128, Examples/Sec = 7529.64, Accuracy = 0.09, Loss = 2.327
[2019-11-27 13:56] Train Step 1510/4000, Batch Size = 128, Examples/Sec = 5703.14, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:56] Train Step 1520/4000, Batch Size = 128, Examples/Sec = 7509.31, Accuracy = 0.13, Loss = 2.308
[2019-11-27 13:56] Train Step 1530/4000, Batch Size = 128, Examples/Sec = 5770.01, Accuracy = 0.08, Loss = 2.305
[2019-11-27 13:56] Train Step 1540/4000, Batch Size = 128, Examples/Sec = 7539.47, Accuracy = 0.10, Loss = 2.301
[2019-11-27 13:56] Train Step 1550/4000, Batch Size = 128, Examples/Sec = 5983.45, Accuracy = 0.09, Loss = 2.322
[2019-11-27 13:56] Train Step 1560/4000, Batch Size = 128, Examples/Sec = 5948.64, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:56] Train Step 1570/4000, Batch Size = 128, Examples/Sec = 7531.96, Accuracy = 0.12, Loss = 2.299
[2019-11-27 13:56] Train Step 1580/4000, Batch Size = 128, Examples/Sec = 7506.37, Accuracy = 0.12, Loss = 2.312
[2019-11-27 13:56] Train Step 1590/4000, Batch Size = 128, Examples/Sec = 7516.88, Accuracy = 0.12, Loss = 2.301
[2019-11-27 13:56] Train Step 1600/4000, Batch Size = 128, Examples/Sec = 7550.82, Accuracy = 0.12, Loss = 2.306
[2019-11-27 13:56] Train Step 1610/4000, Batch Size = 128, Examples/Sec = 5842.67, Accuracy = 0.08, Loss = 2.318
[2019-11-27 13:56] Train Step 1620/4000, Batch Size = 128, Examples/Sec = 7432.80, Accuracy = 0.12, Loss = 2.328
[2019-11-27 13:56] Train Step 1630/4000, Batch Size = 128, Examples/Sec = 6067.43, Accuracy = 0.08, Loss = 2.315
[2019-11-27 13:56] Train Step 1640/4000, Batch Size = 128, Examples/Sec = 7601.93, Accuracy = 0.12, Loss = 2.305
[2019-11-27 13:56] Train Step 1650/4000, Batch Size = 128, Examples/Sec = 7515.62, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:56] Train Step 1660/4000, Batch Size = 128, Examples/Sec = 7481.69, Accuracy = 0.12, Loss = 2.289
[2019-11-27 13:56] Train Step 1670/4000, Batch Size = 128, Examples/Sec = 7408.49, Accuracy = 0.09, Loss = 2.346
[2019-11-27 13:56] Train Step 1680/4000, Batch Size = 128, Examples/Sec = 7519.10, Accuracy = 0.09, Loss = 2.325
[2019-11-27 13:56] Train Step 1690/4000, Batch Size = 128, Examples/Sec = 7448.37, Accuracy = 0.13, Loss = 2.315
[2019-11-27 13:56] Train Step 1700/4000, Batch Size = 128, Examples/Sec = 7468.88, Accuracy = 0.11, Loss = 2.302
[2019-11-27 13:56] Train Step 1710/4000, Batch Size = 128, Examples/Sec = 7535.24, Accuracy = 0.11, Loss = 2.289
[2019-11-27 13:56] Train Step 1720/4000, Batch Size = 128, Examples/Sec = 7524.47, Accuracy = 0.11, Loss = 2.305
[2019-11-27 13:56] Train Step 1730/4000, Batch Size = 128, Examples/Sec = 7533.55, Accuracy = 0.08, Loss = 2.321
[2019-11-27 13:56] Train Step 1740/4000, Batch Size = 128, Examples/Sec = 7626.87, Accuracy = 0.12, Loss = 2.310
[2019-11-27 13:56] Train Step 1750/4000, Batch Size = 128, Examples/Sec = 7442.48, Accuracy = 0.09, Loss = 2.333
[2019-11-27 13:56] Train Step 1760/4000, Batch Size = 128, Examples/Sec = 7532.81, Accuracy = 0.12, Loss = 2.317
[2019-11-27 13:56] Train Step 1770/4000, Batch Size = 128, Examples/Sec = 5731.51, Accuracy = 0.09, Loss = 2.308
[2019-11-27 13:56] Train Step 1780/4000, Batch Size = 128, Examples/Sec = 7459.54, Accuracy = 0.12, Loss = 2.320
[2019-11-27 13:56] Train Step 1790/4000, Batch Size = 128, Examples/Sec = 7415.24, Accuracy = 0.06, Loss = 2.321
[2019-11-27 13:56] Train Step 1800/4000, Batch Size = 128, Examples/Sec = 7494.22, Accuracy = 0.09, Loss = 2.314
[2019-11-27 13:56] Train Step 1810/4000, Batch Size = 128, Examples/Sec = 7560.18, Accuracy = 0.05, Loss = 2.308
[2019-11-27 13:56] Train Step 1820/4000, Batch Size = 128, Examples/Sec = 7560.50, Accuracy = 0.12, Loss = 2.316
[2019-11-27 13:56] Train Step 1830/4000, Batch Size = 128, Examples/Sec = 7518.78, Accuracy = 0.05, Loss = 2.330
[2019-11-27 13:56] Train Step 1840/4000, Batch Size = 128, Examples/Sec = 7489.72, Accuracy = 0.15, Loss = 2.296
[2019-11-27 13:56] Train Step 1850/4000, Batch Size = 128, Examples/Sec = 7495.06, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:56] Train Step 1860/4000, Batch Size = 128, Examples/Sec = 5660.27, Accuracy = 0.11, Loss = 2.311
[2019-11-27 13:56] Train Step 1870/4000, Batch Size = 128, Examples/Sec = 7434.96, Accuracy = 0.09, Loss = 2.339
[2019-11-27 13:56] Train Step 1880/4000, Batch Size = 128, Examples/Sec = 7472.21, Accuracy = 0.11, Loss = 2.311
[2019-11-27 13:56] Train Step 1890/4000, Batch Size = 128, Examples/Sec = 7489.41, Accuracy = 0.14, Loss = 2.292
[2019-11-27 13:56] Train Step 1900/4000, Batch Size = 128, Examples/Sec = 5957.88, Accuracy = 0.09, Loss = 2.314
[2019-11-27 13:56] Train Step 1910/4000, Batch Size = 128, Examples/Sec = 6027.04, Accuracy = 0.09, Loss = 2.309
[2019-11-27 13:56] Train Step 1920/4000, Batch Size = 128, Examples/Sec = 7438.98, Accuracy = 0.12, Loss = 2.306
[2019-11-27 13:56] Train Step 1930/4000, Batch Size = 128, Examples/Sec = 5426.67, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:56] Train Step 1940/4000, Batch Size = 128, Examples/Sec = 5766.30, Accuracy = 0.14, Loss = 2.307
[2019-11-27 13:56] Train Step 1950/4000, Batch Size = 128, Examples/Sec = 7531.75, Accuracy = 0.14, Loss = 2.297
[2019-11-27 13:56] Train Step 1960/4000, Batch Size = 128, Examples/Sec = 7542.97, Accuracy = 0.09, Loss = 2.324
[2019-11-27 13:56] Train Step 1970/4000, Batch Size = 128, Examples/Sec = 7520.89, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:56] Train Step 1980/4000, Batch Size = 128, Examples/Sec = 7389.73, Accuracy = 0.08, Loss = 2.313
[2019-11-27 13:56] Train Step 1990/4000, Batch Size = 128, Examples/Sec = 7304.37, Accuracy = 0.13, Loss = 2.310
[2019-11-27 13:56] Train Step 2000/4000, Batch Size = 128, Examples/Sec = 7465.56, Accuracy = 0.12, Loss = 2.297
[2019-11-27 13:56] Train Step 2010/4000, Batch Size = 128, Examples/Sec = 6073.54, Accuracy = 0.10, Loss = 2.306
[2019-11-27 13:56] Train Step 2020/4000, Batch Size = 128, Examples/Sec = 5918.93, Accuracy = 0.13, Loss = 2.296
[2019-11-27 13:56] Train Step 2030/4000, Batch Size = 128, Examples/Sec = 7260.21, Accuracy = 0.07, Loss = 2.316
[2019-11-27 13:56] Train Step 2040/4000, Batch Size = 128, Examples/Sec = 5725.89, Accuracy = 0.11, Loss = 2.329
[2019-11-27 13:56] Train Step 2050/4000, Batch Size = 128, Examples/Sec = 6035.92, Accuracy = 0.12, Loss = 2.304
[2019-11-27 13:56] Train Step 2060/4000, Batch Size = 128, Examples/Sec = 7272.41, Accuracy = 0.09, Loss = 2.309
[2019-11-27 13:56] Train Step 2070/4000, Batch Size = 128, Examples/Sec = 7527.11, Accuracy = 0.09, Loss = 2.313
[2019-11-27 13:56] Train Step 2080/4000, Batch Size = 128, Examples/Sec = 7589.25, Accuracy = 0.09, Loss = 2.323
[2019-11-27 13:56] Train Step 2090/4000, Batch Size = 128, Examples/Sec = 6077.88, Accuracy = 0.08, Loss = 2.314
[2019-11-27 13:56] Train Step 2100/4000, Batch Size = 128, Examples/Sec = 7447.13, Accuracy = 0.05, Loss = 2.320
[2019-11-27 13:56] Train Step 2110/4000, Batch Size = 128, Examples/Sec = 5740.71, Accuracy = 0.05, Loss = 2.315
[2019-11-27 13:56] Train Step 2120/4000, Batch Size = 128, Examples/Sec = 7294.34, Accuracy = 0.08, Loss = 2.314
[2019-11-27 13:56] Train Step 2130/4000, Batch Size = 128, Examples/Sec = 7354.70, Accuracy = 0.08, Loss = 2.324
[2019-11-27 13:56] Train Step 2140/4000, Batch Size = 128, Examples/Sec = 7507.53, Accuracy = 0.10, Loss = 2.294
[2019-11-27 13:56] Train Step 2150/4000, Batch Size = 128, Examples/Sec = 5933.65, Accuracy = 0.12, Loss = 2.304
[2019-11-27 13:56] Train Step 2160/4000, Batch Size = 128, Examples/Sec = 7356.61, Accuracy = 0.13, Loss = 2.294
[2019-11-27 13:56] Train Step 2170/4000, Batch Size = 128, Examples/Sec = 7490.35, Accuracy = 0.12, Loss = 2.341
[2019-11-27 13:56] Train Step 2180/4000, Batch Size = 128, Examples/Sec = 5869.24, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:56] Train Step 2190/4000, Batch Size = 128, Examples/Sec = 7376.12, Accuracy = 0.12, Loss = 2.311
[2019-11-27 13:56] Train Step 2200/4000, Batch Size = 128, Examples/Sec = 5868.21, Accuracy = 0.06, Loss = 2.338
[2019-11-27 13:56] Train Step 2210/4000, Batch Size = 128, Examples/Sec = 5935.23, Accuracy = 0.08, Loss = 2.326
[2019-11-27 13:56] Train Step 2220/4000, Batch Size = 128, Examples/Sec = 7382.92, Accuracy = 0.12, Loss = 2.299
[2019-11-27 13:56] Train Step 2230/4000, Batch Size = 128, Examples/Sec = 5761.72, Accuracy = 0.10, Loss = 2.321
[2019-11-27 13:56] Train Step 2240/4000, Batch Size = 128, Examples/Sec = 7362.57, Accuracy = 0.10, Loss = 2.330
[2019-11-27 13:56] Train Step 2250/4000, Batch Size = 128, Examples/Sec = 6096.03, Accuracy = 0.10, Loss = 2.326
[2019-11-27 13:56] Train Step 2260/4000, Batch Size = 128, Examples/Sec = 7221.35, Accuracy = 0.07, Loss = 2.320
[2019-11-27 13:56] Train Step 2270/4000, Batch Size = 128, Examples/Sec = 7272.90, Accuracy = 0.07, Loss = 2.328
[2019-11-27 13:56] Train Step 2280/4000, Batch Size = 128, Examples/Sec = 7506.58, Accuracy = 0.12, Loss = 2.298
[2019-11-27 13:56] Train Step 2290/4000, Batch Size = 128, Examples/Sec = 7357.02, Accuracy = 0.14, Loss = 2.293
[2019-11-27 13:56] Train Step 2300/4000, Batch Size = 128, Examples/Sec = 7354.09, Accuracy = 0.09, Loss = 2.313
[2019-11-27 13:56] Train Step 2310/4000, Batch Size = 128, Examples/Sec = 5927.62, Accuracy = 0.12, Loss = 2.294
[2019-11-27 13:56] Train Step 2320/4000, Batch Size = 128, Examples/Sec = 5754.74, Accuracy = 0.15, Loss = 2.295
[2019-11-27 13:56] Train Step 2330/4000, Batch Size = 128, Examples/Sec = 7399.60, Accuracy = 0.08, Loss = 2.323
[2019-11-27 13:56] Train Step 2340/4000, Batch Size = 128, Examples/Sec = 7442.38, Accuracy = 0.16, Loss = 2.320
[2019-11-27 13:56] Train Step 2350/4000, Batch Size = 128, Examples/Sec = 5937.66, Accuracy = 0.09, Loss = 2.311
[2019-11-27 13:56] Train Step 2360/4000, Batch Size = 128, Examples/Sec = 5897.41, Accuracy = 0.05, Loss = 2.326
[2019-11-27 13:56] Train Step 2370/4000, Batch Size = 128, Examples/Sec = 5984.12, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:57] Train Step 2380/4000, Batch Size = 128, Examples/Sec = 7502.18, Accuracy = 0.07, Loss = 2.313
[2019-11-27 13:57] Train Step 2390/4000, Batch Size = 128, Examples/Sec = 7372.78, Accuracy = 0.08, Loss = 2.324
[2019-11-27 13:57] Train Step 2400/4000, Batch Size = 128, Examples/Sec = 7393.59, Accuracy = 0.10, Loss = 2.325
[2019-11-27 13:57] Train Step 2410/4000, Batch Size = 128, Examples/Sec = 7403.99, Accuracy = 0.11, Loss = 2.309
[2019-11-27 13:57] Train Step 2420/4000, Batch Size = 128, Examples/Sec = 7376.73, Accuracy = 0.11, Loss = 2.311
[2019-11-27 13:57] Train Step 2430/4000, Batch Size = 128, Examples/Sec = 7419.14, Accuracy = 0.13, Loss = 2.300
[2019-11-27 13:57] Train Step 2440/4000, Batch Size = 128, Examples/Sec = 6205.24, Accuracy = 0.08, Loss = 2.313
[2019-11-27 13:57] Train Step 2450/4000, Batch Size = 128, Examples/Sec = 7416.68, Accuracy = 0.09, Loss = 2.298
[2019-11-27 13:57] Train Step 2460/4000, Batch Size = 128, Examples/Sec = 7462.66, Accuracy = 0.09, Loss = 2.315
[2019-11-27 13:57] Train Step 2470/4000, Batch Size = 128, Examples/Sec = 7310.83, Accuracy = 0.10, Loss = 2.306
[2019-11-27 13:57] Train Step 2480/4000, Batch Size = 128, Examples/Sec = 7516.99, Accuracy = 0.09, Loss = 2.306
[2019-11-27 13:57] Train Step 2490/4000, Batch Size = 128, Examples/Sec = 7427.96, Accuracy = 0.11, Loss = 2.300
[2019-11-27 13:57] Train Step 2500/4000, Batch Size = 128, Examples/Sec = 5806.46, Accuracy = 0.07, Loss = 2.314
[2019-11-27 13:57] Train Step 2510/4000, Batch Size = 128, Examples/Sec = 5901.50, Accuracy = 0.09, Loss = 2.311
[2019-11-27 13:57] Train Step 2520/4000, Batch Size = 128, Examples/Sec = 7384.13, Accuracy = 0.12, Loss = 2.284
[2019-11-27 13:57] Train Step 2530/4000, Batch Size = 128, Examples/Sec = 7421.70, Accuracy = 0.09, Loss = 2.309
[2019-11-27 13:57] Train Step 2540/4000, Batch Size = 128, Examples/Sec = 5814.00, Accuracy = 0.12, Loss = 2.305
[2019-11-27 13:57] Train Step 2550/4000, Batch Size = 128, Examples/Sec = 7396.34, Accuracy = 0.12, Loss = 2.307
[2019-11-27 13:57] Train Step 2560/4000, Batch Size = 128, Examples/Sec = 7428.37, Accuracy = 0.05, Loss = 2.330
[2019-11-27 13:57] Train Step 2570/4000, Batch Size = 128, Examples/Sec = 7202.84, Accuracy = 0.09, Loss = 2.317
[2019-11-27 13:57] Train Step 2580/4000, Batch Size = 128, Examples/Sec = 7525.52, Accuracy = 0.09, Loss = 2.321
[2019-11-27 13:57] Train Step 2590/4000, Batch Size = 128, Examples/Sec = 7361.86, Accuracy = 0.12, Loss = 2.303
[2019-11-27 13:57] Train Step 2600/4000, Batch Size = 128, Examples/Sec = 7394.61, Accuracy = 0.09, Loss = 2.329
[2019-11-27 13:57] Train Step 2610/4000, Batch Size = 128, Examples/Sec = 7432.39, Accuracy = 0.10, Loss = 2.313
[2019-11-27 13:57] Train Step 2620/4000, Batch Size = 128, Examples/Sec = 7404.50, Accuracy = 0.09, Loss = 2.301
[2019-11-27 13:57] Train Step 2630/4000, Batch Size = 128, Examples/Sec = 7281.68, Accuracy = 0.05, Loss = 2.325
[2019-11-27 13:57] Train Step 2640/4000, Batch Size = 128, Examples/Sec = 5620.27, Accuracy = 0.09, Loss = 2.339
[2019-11-27 13:57] Train Step 2650/4000, Batch Size = 128, Examples/Sec = 7384.85, Accuracy = 0.12, Loss = 2.312
[2019-11-27 13:57] Train Step 2660/4000, Batch Size = 128, Examples/Sec = 7363.88, Accuracy = 0.08, Loss = 2.330
[2019-11-27 13:57] Train Step 2670/4000, Batch Size = 128, Examples/Sec = 7373.69, Accuracy = 0.10, Loss = 2.300
[2019-11-27 13:57] Train Step 2680/4000, Batch Size = 128, Examples/Sec = 7564.33, Accuracy = 0.16, Loss = 2.302
[2019-11-27 13:57] Train Step 2690/4000, Batch Size = 128, Examples/Sec = 7337.41, Accuracy = 0.12, Loss = 2.319
[2019-11-27 13:57] Train Step 2700/4000, Batch Size = 128, Examples/Sec = 7435.58, Accuracy = 0.11, Loss = 2.304
[2019-11-27 13:57] Train Step 2710/4000, Batch Size = 128, Examples/Sec = 5835.93, Accuracy = 0.09, Loss = 2.298
[2019-11-27 13:57] Train Step 2720/4000, Batch Size = 128, Examples/Sec = 7381.39, Accuracy = 0.09, Loss = 2.319
[2019-11-27 13:57] Train Step 2730/4000, Batch Size = 128, Examples/Sec = 7397.87, Accuracy = 0.06, Loss = 2.320
[2019-11-27 13:57] Train Step 2740/4000, Batch Size = 128, Examples/Sec = 5695.03, Accuracy = 0.14, Loss = 2.289
[2019-11-27 13:57] Train Step 2750/4000, Batch Size = 128, Examples/Sec = 7439.49, Accuracy = 0.12, Loss = 2.293
[2019-11-27 13:57] Train Step 2760/4000, Batch Size = 128, Examples/Sec = 7403.99, Accuracy = 0.07, Loss = 2.324
[2019-11-27 13:57] Train Step 2770/4000, Batch Size = 128, Examples/Sec = 5932.08, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:57] Train Step 2780/4000, Batch Size = 128, Examples/Sec = 7412.07, Accuracy = 0.09, Loss = 2.330
[2019-11-27 13:57] Train Step 2790/4000, Batch Size = 128, Examples/Sec = 4443.63, Accuracy = 0.13, Loss = 2.310
[2019-11-27 13:57] Train Step 2800/4000, Batch Size = 128, Examples/Sec = 7361.35, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:57] Train Step 2810/4000, Batch Size = 128, Examples/Sec = 7347.65, Accuracy = 0.09, Loss = 2.309
